(3.120500565609992,0.0626817334571532,0.4610553779823442),
(3.1325477563686954,0.0533098761028178,0.4628090065256689),
(3.135663991597881,0.0437404978846847,0.4632473987090112),
(3.124626229458665,0.071407284130788,0.4308557147843563),
(3.101060042170619,0.0613504651643957,0.4275782041593502),
(3.102224266499409,0.0518528106206318,0.4277147594345744),
(3.127132326652067,0.0426729987558792,0.4311288249443483),
(3.1074370070938127,0.0328693350571258,0.4283975616247083),
(3.110494894440637,0.0233580135464159,0.4288072530996791),
(3.1491863135474705,0.0139866281830143,0.4341331975609065),
(3.124448583809515,0.0042909825235033,0.4307191323087426),
(3.106996584743287,0.0607965822112821,0.3982019007320806),
(3.1121272286089696,0.0513459811348819,0.3988373764321324),
(3.123179921500925,0.041944387155322,0.4002354917039907),
(3.1431306038656457,0.032567946655484,0.4027774803812885),
(3.1233786019830654,0.0227801237087123,0.4002354923207727),
(3.1274271451816897,0.0036195964459265,0.4007438901352219)
